Complaint ID,Complaint Text,Category
CMP01077,Loan approval is delayed despite submitting all required documents.,Loan Issue
CMP01078,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP01079,I was charged twice for the same transaction.,Fraud
CMP01080,"I need to change my mailing address, but your online form isn't working.",Loan Issue
CMP01081,Haven't received my refund after 30 days of waiting.,Account Issue
CMP01082,Suspicious transactions appeared on my credit card statement.,Billing Error
CMP01083,Haven't received my refund after 30 days of waiting.,Billing Error
CMP01084,The system keeps showing an error when I try to make a payment.,Account Issue
CMP01085,My credit card application was rejected without any reason.,Technical Issue
CMP01086,The interest rate applied to my loan is incorrect.,Account Issue
CMP01087,Suspicious transactions appeared on my credit card statement.,Loan Issue
CMP01088,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP01089,I was charged twice for the same transaction.,Technical Issue
CMP01090,My credit card application was rejected without any reason.,Account Issue
CMP01091,My debit card was blocked without notification.,Billing Error
CMP01092,My debit card was blocked without notification.,Fraud
CMP01093,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP01094,My debit card was blocked without notification.,Technical Issue
CMP01095,The interest rate applied to my loan is incorrect.,Account Issue
CMP01096,I was charged twice for the same transaction.,Fraud
CMP01097,The interest rate applied to my loan is incorrect.,Account Issue
CMP01098,Haven't received my refund after 30 days of waiting.,Fraud
CMP01099,The system keeps showing an error when I try to make a payment.,Fraud
CMP01100,Haven't received my refund after 30 days of waiting.,Billing Error
CMP01101,Loan approval is delayed despite submitting all required documents.,Billing Error
CMP01102,The system keeps showing an error when I try to make a payment.,Fraud
CMP01103,Suspicious transactions appeared on my credit card statement.,Billing Error
CMP01104,Suspicious transactions appeared on my credit card statement.,Billing Error
CMP01105,My debit card was blocked without notification.,Fraud
CMP01106,The interest rate applied to my loan is incorrect.,Fraud
CMP01107,The system keeps showing an error when I try to make a payment.,Loan Issue
CMP01108,Unauthorized withdrawals from my savings account.,Billing Error
CMP01109,Unauthorized withdrawals from my savings account.,Billing Error
CMP01110,"I need to change my mailing address, but your online form isn't working.",Technical Issue
CMP01111,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP01112,Haven't received my refund after 30 days of waiting.,Account Issue
CMP01113,I was charged twice for the same transaction.,Account Issue
CMP01114,Unauthorized withdrawals from my savings account.,Billing Error
CMP01115,The interest rate applied to my loan is incorrect.,Account Issue
CMP01116,The system keeps showing an error when I try to make a payment.,Loan Issue
CMP01117,I was charged twice for the same transaction.,Billing Error
CMP01118,The system keeps showing an error when I try to make a payment.,Loan Issue
CMP01119,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP01120,I was charged twice for the same transaction.,Fraud
CMP01121,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP01122,Haven't received my refund after 30 days of waiting.,Loan Issue
CMP01123,My credit card application was rejected without any reason.,Billing Error
CMP01124,The system keeps showing an error when I try to make a payment.,Fraud
CMP01125,Suspicious transactions appeared on my credit card statement.,Technical Issue
CMP01126,The interest rate applied to my loan is incorrect.,Billing Error
CMP01127,Suspicious transactions appeared on my credit card statement.,Loan Issue
CMP01128,Haven't received my refund after 30 days of waiting.,Account Issue
CMP01129,Loan approval is delayed despite submitting all required documents.,Billing Error
CMP01130,My debit card was blocked without notification.,Technical Issue
CMP01131,Loan approval is delayed despite submitting all required documents.,Loan Issue
CMP01132,The interest rate applied to my loan is incorrect.,Loan Issue
CMP01133,Suspicious transactions appeared on my credit card statement.,Loan Issue
CMP01134,Haven't received my refund after 30 days of waiting.,Account Issue
CMP01135,Haven't received my refund after 30 days of waiting.,Fraud
CMP01136,Loan approval is delayed despite submitting all required documents.,Account Issue
CMP01137,My debit card was blocked without notification.,Technical Issue
CMP01138,"I need to change my mailing address, but your online form isn't working.",Loan Issue
CMP01139,Unauthorized withdrawals from my savings account.,Account Issue
CMP01140,Unauthorized withdrawals from my savings account.,Technical Issue
CMP01141,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP01142,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP01143,Loan approval is delayed despite submitting all required documents.,Fraud
CMP01144,The interest rate applied to my loan is incorrect.,Account Issue
CMP01145,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP01146,Suspicious transactions appeared on my credit card statement.,Billing Error
CMP01147,My debit card was blocked without notification.,Loan Issue
CMP01148,My debit card was blocked without notification.,Technical Issue
CMP01149,I was charged twice for the same transaction.,Loan Issue
CMP01150,"I need to change my mailing address, but your online form isn't working.",Loan Issue
CMP01151,My debit card was blocked without notification.,Loan Issue
CMP01152,I was charged twice for the same transaction.,Technical Issue
CMP01153,Haven't received my refund after 30 days of waiting.,Fraud
CMP01154,My debit card was blocked without notification.,Loan Issue
CMP01155,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP01156,Unauthorized withdrawals from my savings account.,Fraud
CMP01157,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP01158,"I need to change my mailing address, but your online form isn't working.",Technical Issue
CMP01159,The system keeps showing an error when I try to make a payment.,Account Issue
CMP01160,Suspicious transactions appeared on my credit card statement.,Billing Error
CMP01161,Haven't received my refund after 30 days of waiting.,Loan Issue
CMP01162,Unauthorized withdrawals from my savings account.,Loan Issue
CMP01163,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP01164,The system keeps showing an error when I try to make a payment.,Billing Error
CMP01165,Haven't received my refund after 30 days of waiting.,Billing Error
CMP01166,I was charged twice for the same transaction.,Technical Issue
CMP01167,My debit card was blocked without notification.,Loan Issue
CMP01168,I was charged twice for the same transaction.,Account Issue
CMP01169,I was charged twice for the same transaction.,Billing Error
CMP01170,My credit card application was rejected without any reason.,Billing Error
CMP01171,My debit card was blocked without notification.,Fraud
